URL,Email,SearchTerm,Location,SourceFile
https://bringinghopehome.org/nominate/resources/,info@bremfoundation.org,breast cancer charities contact email,Philadelphia,philadelphia_breast_cancer_charities_contact_email.csv
https://secure.acsevents.org/site/STR?pg=entry&fr_id=110852,natalie.rubino@cancer.org,breast cancer charities contact email,Philadelphia,philadelphia_breast_cancer_charities_contact_email.csv
https://www.komen.org/community/pennsylvania/,pavolunteer@komen.org,breast cancer charities contact email,Philadelphia,philadelphia_breast_cancer_charities_contact_email.csv
https://www.nrgoncology.org/About-Us/Contact-NRG,info@nrgoncology.org,breast cancer charities contact email,Philadelphia,philadelphia_breast_cancer_charities_contact_email.csv
https://cancersupportphiladelphia.org/,info@cancersupportphiladelphia.org,breast cancer charities contact email,Philadelphia,philadelphia_breast_cancer_charities_contact_email.csv
https://uniteforher.org/,info@uniteforher.org,breast cancer charities contact email,Philadelphia,philadelphia_breast_cancer_charities_contact_email.csv
https://www.breastcancer.org/about-us/ways-to-give/more-ways-to-give,dpersia@wsfsbank.com,breast cancer charities contact email,Philadelphia,philadelphia_breast_cancer_charities_contact_email.csv
https://www.breastcancer.org/about-us/ways-to-give/planned-giving,michael.gibson1@wellsfargo.com,breast cancer charities contact email,Philadelphia,philadelphia_breast_cancer_charities_contact_email.csv
https://socialfundraising.apps.upenn.edu/socialFundraising/jsp/fast.do?&fastStart=customTemplateByNameOrId&customApplicationNameOrId=rememberingSue,lagarry@upenn.edu,breast cancer charities contact email,Philadelphia,philadelphia_breast_cancer_charities_contact_email.csv
https://www.asilverliningfoundation.org/wp-content/uploads/2020/03/COVID-Financial-Grants.pdf,info@airsfoundation.org,breast cancer charities contact email,Philadelphia,philadelphia_breast_cancer_charities_contact_email.csv
https://mbcn.org/in-person-support-groups-for-metastatic-breat-cancer/,MBG1045@verizon.net,breast cancer charities contact email,Philadelphia,philadelphia_breast_cancer_charities_contact_email.csv
https://www.caringtouchmed.com/breast-cancer-support-groups-in-baltimore-md/,info@cancersupportfoundation.org,breast cancer charities contact email,Baltimore,baltimore_breast_cancer_charities_contact_email.csv
https://health.baltimorecity.gov/sites/default/files/BCCHEC%20Resource%20Guide.pdf,Emilie.Gilde@baltmorecity.gov,breast cancer charities contact email,Baltimore,baltimore_breast_cancer_charities_contact_email.csv
https://health.baltimorecity.gov/node/151,emilie.gilde@baltimorecity.gov,breast cancer charities contact email,Baltimore,baltimore_breast_cancer_charities_contact_email.csv
https://www.abdominalcancers.org/contact,info@pfccap.org,breast cancer charities contact email,Baltimore,baltimore_breast_cancer_charities_contact_email.csv
https://secure.acsevents.org/site/STR?pg=entry&fr_id=110820,tanishia.lewis@cancer.org,breast cancer charities contact email,Baltimore,baltimore_breast_cancer_charities_contact_email.csv
https://www.komen.org/community/dmv-tri-state/maryland/,ajohnson@komen.org,breast cancer charities contact email,Baltimore,baltimore_breast_cancer_charities_contact_email.csv
https://mdmercy.com/about-mercy/news-and-media/news/2025/march/accessing-community-support-and-resources-for-breast-cancer-patients,dcollins@mdmercy.com,breast cancer charities contact email,Baltimore,baltimore_breast_cancer_charities_contact_email.csv
https://bcf.org/fund/sspw/,jgilpin@bcf.org,breast cancer charities contact email,Baltimore,baltimore_breast_cancer_charities_contact_email.csv
https://www.hopewellcancersupport.org/,info@hopewellcancersupport.org,breast cancer charities contact email,Baltimore,baltimore_breast_cancer_charities_contact_email.csv
https://ulmanfoundation.org/,info@ulmanfoundation.org,breast cancer charities contact email,Baltimore,baltimore_breast_cancer_charities_contact_email.csv
https://secure.jhu.edu/form/JohnFetting,oncthankyou@jhmi.edu,breast cancer charities contact email,Baltimore,baltimore_breast_cancer_charities_contact_email.csv
https://www.baltimorecountymd.gov/departments/health/health-services/cancer,hhs@baltimorecountymd.gov,breast cancer charities contact email,Baltimore,baltimore_breast_cancer_charities_contact_email.csv
