URL,Email,SourceFile
https://hall-digioia-care.com/,letssavema@gmail.com,jersey_city_breast_cancer_surgery_contact_email.csv
https://www.cinj.org/new-chief-breast-surgery-named-rutgers-cancer-institute,michele.fisher@rutgers.edu,jersey_city_breast_cancer_surgery_contact_email.csv
https://cinj.org/,accessibility@rutgers.edu,jersey_city_breast_cancer_surgery_contact_email.csv
https://blackbreastcancer.com/contact-us/,info@blackbreastcancer.com,jersey_city_breast_cancer_surgery_contact_email.csv
https://www.cancercare.org/diagnosis/breast_cancer,info@cancercare.org,jersey_city_breast_cancer_surgery_contact_email.csv
https://centerforbreastreconstruction.com/,info@joshualevinemd.com,jersey_city_breast_cancer_surgery_contact_email.csv
https://montclairbreastcenter.com/,Lauren.Gordon.FORCE@gmail.com,jersey_city_breast_cancer_surgery_contact_email.csv
https://www.jefferson.edu/academics/colleges-schools-institutes/skmc/departments/surgery/divisions/general-surgery/faculty/brill.html,Kristin.Brill@jefferson.edu,jersey_city_breast_cancer_surgery_contact_email.csv
https://www.nj.gov/health/charitycare/,Charity.Care-Fraud@doh.nj.gov,jersey_city_breast_cancer_surgery_contact_email.csv
https://ecog-acrin.org/clinical-trials/ea1181-compassher2-pcr-breast-cancer/,AKPAMC.OncologyResearchSupport@providence.org,jersey_city_breast_cancer_surgery_contact_email.csv
