URL,Email
https://www.cancersupportdc.org/,No email found
https://dchealth.dc.gov/service/cancer,No email found
https://www.vhchealth.org/medical-services/cancer-care/survivorship-support/support-groups/,No email found
https://www.facebook.com/cancersupportcommunityDC,No email found
https://www.cancer.org/about-us/local/district-of-columbia.html,No email found
https://nueva-vida.org/,No email found
https://www.komen.org/community/dmv-tri-state/washington-dc/,ajohnson@komen.org
https://youngsurvival.org/directory/cancer-support-community-csc,No email found
https://smithcenter.org/programs-retreat/breast-cancer-support-group-08-05/,programs@smithcenter.org
https://www.cancersupportcommunity.org/contact-us,communications@cancersupportcommunity.org
https://canceradvocacy.org/contact/,kkenan@canceradvocacy.org
https://gwdocs.com/specialties/cancer-blood-disorders/support-groups,No email found
https://www.umms.org/umgccc/patients-visitors/for-patients/cancer-support-services/support-groups/online,No email found
https://tdjbreastcancerfund.org/monthly-support-group/,No email found
https://www.wusa9.com/article/news/local/contests/still-standing-celebrating-breast-cancer-survivors-wusa9/65-e450678f-d482-43a9-8932-afd29b5d8fa1,StillStanding@wusa9.com
https://www.hopkinsmedicine.org/about/community-health/sibley-memorial-hospital/support-groups-resources,No email found
https://www.hopkinsmedicine.org/kimmel-cancer-center/washington-dc/cancer-care-at-sibley-memorial-hospital/patient-family,No email found
https://www.cancersupportcommunity.org/mylifeline-online-community,noreply@mylifeline.org
https://smithcenter.org/programs-retreat/black-women-with-breast-cancer-support-group-07-03/,programs@smithcenter.org
https://www.cancer.org/,No email found
https://cscdc.gnosishosting.net/Calendar?EVIID=14311,No email found
https://www.stopbreastcancer.org/who-we-are/about-us/,No email found
https://youngadultcancerdc.org/event-calendar/,erin@smithcenter.org
https://www.sharecancersupport.org/,No email found
https://www.vbcf.org/social-support-resources/,help@vbcf.org
https://www.nationalbreastcancer.org/breast-cancer-support-groups/,No email found
https://www.lbbc.org/community/breast-cancer-resources,No email found
https://www.breastcancer.org/managing-life/covering-cost-of-care/charitable-resources,No email found
https://youngadultcancerdc.org/blog/social-mediaonline-support/,No email found
https://tigerlilyfoundation.org/event/your-choice-community-dialogues-about-clinical-trials-dc/,No email found
https://www.fightcancer.org/american-cancer-society-resources-cancer-patients,No email found
https://cancercenter.gwu.edu/patients/patient-caregiver-support,jgelfarb@mfa.gwu.edu
https://www.abcf.org/,No email found
https://lobularbreastcancer.org/allies/,No email found
https://rarediseases.org/organizations/share-self-help-for-women-with-breast-or-ovarian-cancer/,No email found
https://pinkfund.org/,No email found
https://mbcn.org/in-person-support-groups-for-metastatic-breat-cancer/,MBG1045@verizon.net
https://supportorgs.cancer.gov/searchresults.aspx?sid=hXr7lTFUtQJjYqnn6brmJDPXD6NbwwxLiZ5aDyd%2FQkMxX7poXeJYtGU6TGb2c%2B1TNq7i7wfo%2FMNEiERN2DbIYF%2Bb2end%2FFpkgTtkrr2SHNBshZUV6sNWX7i0p%2FNF1cOkI%2FRwWzptORrSFmzPGC1NP24BlVf%2BHRnRg4h8QadEa%2BJPYq4TDwa0x%2FRLND3f9iaVl2coOe79%2BWwun0H2JCG28CKi9ZPrhderipIs4yOfBezZOZ73D6EBJdSpUybEeKNvCPF8QjbqJWVoA5bPx6RDbQ%3D%3D,No email found
https://cancer.ca/en/cancer-information/cancer-types/breast/supportive-care,info@cancer.ca
https://tnbcfoundation.org/,No email found
https://sites.google.com/georgetown.edu/covid19breast-cancer/home,No email found
https://www.instagram.com/p/DM-vwQ_JDYb/,No email found
https://friendsofcancerresearch.org/event/eliminating-breast-cancer-health-disparities-communicating-to-at-risk-populations/,No email found
https://www.pcori.org/document/community-based-workshops-improve-quality-life-latina-breast-cancer-survivors-and-their,No email found
https://www.inova.org/our-services/inova-breast-cancer-program/patient-information,No email found
https://www.ncbi.nlm.nih.gov/books/NBK611198/,No email found
https://marylandoncology.com/patient-resources/,No email found
http://morelle.house.gov/media/press-releases/congressman-joe-morelle-leads-national-effort-combat-triple-negative-breast,No email found
https://pmc.ncbi.nlm.nih.gov/articles/PMC2669232/,No email found
https://cancernavigation.org/,programs@smithcenter.org
https://www.gopinkdc.com/contact-us,info@gopinkdc.com
https://livingwell.dc.gov/page/cancer-resources,No email found
https://breastconnect.org/,contact@breastconnect.org
https://www.survivingbreastcancer.org/,No email found
https://nationalbreastcenterfoundation.org/,No email found
https://abcdbreastcancersupport.org/get-support/,info@abcdmentor.org
https://www.linkedin.com/company/cancer-support-dc,No email found
https://breastcancerwellness.org/resource-guide-for-breast-cancer-survivors/,No email found
https://bccr.org/advocates-in-dc/,No email found
https://stthomassource.com/content/2023/05/20/v-i-cancer-survivors-represent-at-nbcc-in-washington-dc/,No email found
