URL,Email,SourceFile
https://www.cancercare.org/contact/new_jersey,dsaff@cancercare.org,newark_breast_cancer_navigation_contact_email.csv
https://cinj.org/universityhospital,accessibility@rutgers.edu,newark_breast_cancer_navigation_contact_email.csv
https://screennj.org/you-two/,patientnavigation@cinj.rutgers.edu,newark_breast_cancer_navigation_contact_email.csv
https://www.navigatorcertifications.org/navigator-list/,Certifications@breastcare.org,newark_breast_cancer_navigation_contact_email.csv
https://njms.rutgers.edu/departments/surgery/divisions/surgical_oncology.php,vasqueve@uhnj.org,newark_breast_cancer_navigation_contact_email.csv
https://www.komen.org/community/new-jersey/,helpline@komen.org,newark_breast_cancer_navigation_contact_email.csv
https://secure.acsevents.org/site/STR?pg=entry&fr_id=110810,danielle.buckler@cancer.org,newark_breast_cancer_navigation_contact_email.csv
https://zerocancer.org/help-and-support/free-prostate-cancer-testing-near-you?_page=3,nicole@zerocancer.org,newark_breast_cancer_navigation_contact_email.csv
https://www.medscape.com/viewarticle/720366_2,mros@pitt.edu,newark_breast_cancer_navigation_contact_email.csv
https://bmcprimcare.biomedcentral.com/articles/10.1186/s12875-024-02610-2,decisionscience@mdanderson.org,newark_breast_cancer_navigation_contact_email.csv
https://www.rutgers.edu/news/launch-rutgers-health-service-corps,megan.schumann@rutgers.edu,newark_breast_cancer_navigation_contact_email.csv
http://surgonc.org/fellows/breast-surgical-oncology-fellowship/breast-fellowship-program-list/christianacare/,Valerie.Staradub@ChristianaCare.org,newark_breast_cancer_navigation_contact_email.csv
https://www.cancercaremap.org/newark-breast-cancer-support-group/,newarkbcsg@gmail.com,newark_breast_cancer_navigation_contact_email.csv
https://rutgershealth.org/news/rwjbarnabas-health-and-rutgers-cancer-institute-join-university-hospital-grow-oncology-and,patti.zielinski@rutgers.edu,newark_breast_cancer_navigation_contact_email.csv
https://www.newark.com/contact-us,USAccountsReceivable@newark.com,newark_breast_cancer_navigation_contact_email.csv
https://www.newark.com/about-us,HRNow.EMEA@Avnet.com,newark_breast_cancer_navigation_contact_email.csv
https://www.newarkhappening.com/events/calendar/,ask@newarkhappening.com,newark_breast_cancer_navigation_contact_email.csv
https://staffcouncil.newark.rutgers.edu/breast-cancer-thrivers-meeting-2/,staff.council@newark.rutgers.edu,newark_breast_cancer_navigation_contact_email.csv
