URL,Email
https://archbreastcancer.com/index.php/abc/article/view/57/132,No email found
https://www.nationalbreastcancer.org/facilities/johns-hopkins-sidney-kimmel-comprehensive-cancer-center/,No email found
https://health.maryland.gov/phpa/cancer/pages/contacts.aspx,No email found
https://www.hopkinsmedicine.org/kimmel-cancer-center/patient-and-family-services/patient-information,No email found
https://www.umms.org/bwmc/health-services/breast,No email found
https://ulmanfoundation.org/wp-content/uploads/2015/03/navigator_qr4_edit3.pdf,No email found
https://www.umms.org/ummc/locations/breast-center,No email found
https://health.maryland.gov/phpa/cancer/pages/bccp_home.aspx,No email found
https://mdmercy.com/mercy-services/womens-health-and-medicine/breast-center/about-the-center,No email found
https://www.hopkinsmedicine.org/kimmel-cancer-center/cancers-we-treat/breast-gynecologic-malignancies-group/about-breast-gyn-malignancies-group/our-breast-cancer-experts/support-staff,No email found
https://mdmercy.com/mercy-services/womens-health-and-medicine/breast-center,No email found
https://www.gbmc.org/services/oncology-support,No email found
https://www.thecommunityguide.org/findings/cancer-screening-patient-navigation-services-to-increase-breast-cancer-screening.html,No email found
https://www.medstarhealth.org/locations/breast-center-medstar-good-samaritan-hospital,No email found
https://www.baltimorecountymd.gov/departments/health/health-services/cancer,hhs@baltimorecountymd.gov
https://www.cancer.org/support-programs-and-services.html,No email found
https://www.medstarhealth.org/locations/breast-center-medstar-franklin-square-medical-center,No email found
https://acsjournals.onlinelibrary.wiley.com/doi/10.3322/caac.21788,raymond.chan@flinders.edu.au
https://www.breastcancer.org/,No email found
https://www.komen.org/support-resources/patient-care-center/,helpline@komen.org
https://marylandoncology.com/patient-resources/,No email found
https://pmc.ncbi.nlm.nih.gov/articles/PMC9458495/,No email found
https://www.jons-online.com/issues/2014/february-2014-vol-5-no-1/breast-cancer-navigation-and-survivorship,No email found
https://youngadultcancerdc.org/blog/find-a-mentornavigator/,No email found
https://iris.who.int/bitstream/handle/10665/379225/9789240100954-eng.pdf?sequence=1,No email found
https://pmc.ncbi.nlm.nih.gov/articles/PMC4700012/,No email found
https://ascopubs.org/doi/10.1200/JCO.2020.38.15_suppl.e19244,No email found
https://bmsi.org/crucial-catch-day/,lhebert@devaney.net
https://healthcare.ascension.org/locations/maryland/mdbal/baltimore-ascension-saint-agnes-hospital/departments/seton-professional-building/breast-center,No email found
https://news.cancerconnect.com/cancer-navigators-a-new-approach-to-helping-cancer-patients/,No email found
https://www.oncolink.org/clinics/johns-hopkins-johns-hopkins-breast-cancer-survivorship-program,No email found
https://cdn.ymaws.com/www.cano-acio.ca/resource/resmgr/docs/cano_navigation_en.pdf,Sarah.champ@ahs.ca
https://www.upmc.com/locations/hospitals/western-maryland/services/cancer,No email found
https://www.jons-online.com/issues/2016/june-2016-vol-7-no-5/oncology-nurse-navigators-a-growing-trend-in-oncology-practices-proving-to-play-a-critical-role-in-patient-care,No email found
https://www.uspreventiveservicestaskforce.org/uspstf/recommendation/breast-cancer-screening,newsroom@uspstf.net
https://www.patientpower.info/breast-cancer/tips-for-caregivers-metastatic-her2-low-breast-cancer,No email found
https://www.abdominalcancers.org/contact,info@pfccap.org
https://www.filotimo.org.za/f-navigation,evy@filotimo.org.za
https://www.cancercare.org/tagged/young_adults,info@facingourrisk.org
https://www.cancersupportcommunity.org/find-location-near-you,partners@cancersupportcommunity.org
https://www.lifebridgehealth.org/services/cancer-care,No email found
