URL,Email,SourceFile
https://www.komen.org/support-resources/support/support-groups/,helpline@komen.org,washington_dc_breast_cancer_support_groups_contact_email.csv
https://smithcenter.org/programs-retreats-calendar/for-cancer-caregivers/,programs@smithcenter.org,washington_dc_breast_cancer_support_groups_contact_email.csv
https://www.komen.org/community/dmv-tri-state/washington-dc/,ajohnson@komen.org,washington_dc_breast_cancer_support_groups_contact_email.csv
https://www.cancercare.org/diagnosis/breast_cancer,info@cancercare.org,washington_dc_breast_cancer_support_groups_contact_email.csv
https://cancercenter.gwu.edu/patients/patient-caregiver-support,jgelfarb@mfa.gwu.edu,washington_dc_breast_cancer_support_groups_contact_email.csv
https://youngadultcancerdc.org/event-calendar/,erin@smithcenter.org,washington_dc_breast_cancer_support_groups_contact_email.csv
https://mbcn.org/in-person-support-groups-for-metastatic-breat-cancer/,MBG1045@verizon.net,washington_dc_breast_cancer_support_groups_contact_email.csv
https://healthy.kaiserpermanente.org/washington/health-wellness/classes-programs/details/breast-cancer-education-and-connection-group-one,sandi2k@gmail.com,washington_dc_breast_cancer_support_groups_contact_email.csv
https://lobularbreastcancer.org/allies/,mentorship@projectlifembc.com,washington_dc_breast_cancer_support_groups_contact_email.csv
https://canceradvocacy.org/home/,info@canceradvocacy.org,washington_dc_breast_cancer_support_groups_contact_email.csv
https://www.vbcf.org/find-a-support-group/,freda.wilkins@vcuhealth.org,washington_dc_breast_cancer_support_groups_contact_email.csv
https://www.virtua.org/classes-events/breast-cancer-support-group-2,nconboy@virtua.org,washington_dc_breast_cancer_support_groups_contact_email.csv
https://hersbreastcancerfoundation.org/,info@hersbreastcancerfoundation.org,washington_dc_breast_cancer_support_groups_contact_email.csv
https://www.oncofdn.org/,admin@oncofdn.org,washington_dc_breast_cancer_support_groups_contact_email.csv
https://www.mdanderson.org/patients-family/diagnosis-treatment/patient-support/support-groups.html,LEAdams@mdanderson.org,washington_dc_breast_cancer_support_groups_contact_email.csv
https://www.adelphi.edu/breast-cancer/support-groups/,breastcancerhotline@adelphi.edu,washington_dc_breast_cancer_support_groups_contact_email.csv
https://www.bccrcdc.org/wp-content/uploads/2022/04/Penn-Virtua-Cancer-Program-Support-Services-During-COVID.pdf,pcsgmtholly@gmail.com,washington_dc_breast_cancer_support_groups_contact_email.csv
https://www.globenewswire.com/news-release/2024/05/09/2878975/0/en/Ward-8-Has-the-Highest-Cancer-Mortality-Rates-in-Washington-D-C-This-Nonprofit-Intends-to-Change-That.html,communications@cancersupportcommunity.org,washington_dc_breast_cancer_support_groups_contact_email.csv
https://abcdbreastcancersupport.org/get-support/,info@abcdmentor.org,washington_dc_breast_cancer_support_groups_contact_email.csv
https://www.breastcancerbuddies.org/,breastcancerbuddiesinc@gmail.com,washington_dc_breast_cancer_support_groups_contact_email.csv
