URL,Email,SourceFile
https://www.cancercaremap.org/newark-breast-cancer-support-group/,newarkbcsg@gmail.com,newark_breast_cancer_support_groups_contact_email.csv
https://www.rwjbh.org/treatment-care/cancer/oncology-support-services/,debra.mcgivney@rwjbh.org,newark_breast_cancer_support_groups_contact_email.csv
https://www.cancercare.org/contact/new_jersey,dsaff@cancercare.org,newark_breast_cancer_support_groups_contact_email.csv
https://mbcn.org/in-person-support-groups-for-metastatic-breat-cancer/,MBG1045@verizon.net,newark_breast_cancer_support_groups_contact_email.csv
https://www.hackensackmeridianhealth.org/en/about-us/support-groups,Elizabeth.Martinez@hmhn.org,newark_breast_cancer_support_groups_contact_email.csv
https://www.cancercare.org/diagnosis/breast_cancer,info@cancercare.org,newark_breast_cancer_support_groups_contact_email.csv
https://cinj.org/patient-care/support-and-education-groups-patients-and-community,accessibility@rutgers.edu,newark_breast_cancer_support_groups_contact_email.csv
https://lickingcohealth.org/sass-program/,sass@lickingcohealth.org,newark_breast_cancer_support_groups_contact_email.csv
https://www.nottingham.ac.uk/research/groups/nottinghambreastcancerresearchcentre/what-is-breast-cancer/index.aspx,nbcrc@nottingham.ac.uk,newark_breast_cancer_support_groups_contact_email.csv
https://crossroads4hope.org/,info@crossroads4hope.org,newark_breast_cancer_support_groups_contact_email.csv
https://secure.acsevents.org/site/STR?pg=entry&fr_id=110810,danielle.buckler@cancer.org,newark_breast_cancer_support_groups_contact_email.csv
https://www.sfh-tr.nhs.uk/media/fyckntva/pil202508-02-oafbc-open-access-follow-up-after-treatment-for-breast-cancer-booklet.pdf,lateeffects@nuh.nhs.uk,newark_breast_cancer_support_groups_contact_email.csv
https://www.komen.org/community/new-jersey/,helpline@komen.org,newark_breast_cancer_support_groups_contact_email.csv
https://www.northwell.edu/support-and-resources/support-groups,nsuhcaregivercenter@northwell.edu,newark_breast_cancer_support_groups_contact_email.csv
https://www.sistersnetworkinc.org/affiliatechapters.html,infonet@sistersnetwork.org,newark_breast_cancer_support_groups_contact_email.csv
https://staffcouncil.newark.rutgers.edu/breast-cancer-thrivers-meeting-2/,staff.council@newark.rutgers.edu,newark_breast_cancer_support_groups_contact_email.csv
https://njms.rutgers.edu/departments/radiation_oncology/patient_resources.php,njmsmarketing@njms.rutgers.edu,newark_breast_cancer_support_groups_contact_email.csv
http://breastcancerrx.com/support-newjersey.html,administrator@breastcancerrx.com,newark_breast_cancer_support_groups_contact_email.csv
https://www.newark.com/contact-us,USAccountsReceivable@newark.com,newark_breast_cancer_support_groups_contact_email.csv
https://ymcanewarksherwood.org/first-cancer-information-and-support-centre-of-its-kind-opens-at-ymca-village,sfh-tr.cancer.info@nhs.net,newark_breast_cancer_support_groups_contact_email.csv
https://www.newark.com/about-us,HRNow.EMEA@Avnet.com,newark_breast_cancer_support_groups_contact_email.csv
https://canada.newark.com/contact-us,salestax@newark.com,newark_breast_cancer_support_groups_contact_email.csv
https://www.lubbockonline.com/story/news/2014/09/19/coming-up/23206453007/,jim@helmicks.com,newark_breast_cancer_support_groups_contact_email.csv
