URL,Email,SourceFile
https://nycancer.com/,info@nycancer.com,oncologists_breast_cancer_nyc_contact_email.csv
https://surgonc.org/fellows/breast-surgical-oncology-fellowship/breast-fellowship-program-list/mount-sinai-west-and-mount-sinai-chelsea/,stephanie.bernik@mountsinai.org,oncologists_breast_cancer_nyc_contact_email.csv
https://www.cancercare.org/diagnosis/breast_cancer,info@cancercare.org,oncologists_breast_cancer_nyc_contact_email.csv
https://surgonc.org/fellows/breast-surgical-oncology-fellowship/breast-fellowship-program-list/mount-sinai-medical-center-dubin-breast-center-breast-surgery-fellowship/,christina.weltz@mountsinai.org,oncologists_breast_cancer_nyc_contact_email.csv
https://med.nyu.edu/departments-institutes/medicine/divisions/hematology-medical-oncology/,ivelisse.montalvo@nyulangone.org,oncologists_breast_cancer_nyc_contact_email.csv
https://www.cinj.org/coral-o-omene-md-phd,accessibility@rutgers.edu,oncologists_breast_cancer_nyc_contact_email.csv
https://medli.nyu.edu/departments-divisions/medicine/divisions/oncology-hematology/,mia.persaud@nyulangone.org,oncologists_breast_cancer_nyc_contact_email.csv
https://www.nrgoncology.org/About-Us/Contact-NRG,info@nrgoncology.org,oncologists_breast_cancer_nyc_contact_email.csv
https://www.mbcalliance.org/projects/here-all-year/integrative-oncology-care/,lesley@projectlifembc.com,oncologists_breast_cancer_nyc_contact_email.csv
https://www.health.ny.gov/diseases/cancer/services/,CanServ@health.ny.gov,oncologists_breast_cancer_nyc_contact_email.csv
https://threebestrated.com/oncologists-in-new-york-ny,socialmedia-wcmc@med.cornell.edu,oncologists_breast_cancer_nyc_contact_email.csv
https://www.komen.org/breast-cancer/treatment/by-diagnosis/young-women-and-breast-cancer/,clinicaltrialinfo@komen.org,oncologists_breast_cancer_nyc_contact_email.csv
https://nychealthandhospitals-appservice-test.azurewebsites.net/bellevue/services/surgery-surgical-specialty/breast-surgery/,aline.bedrosian@nychhc.org,oncologists_breast_cancer_nyc_contact_email.csv
https://espanol.atlantichealth.org/find-a-doctor/bonni-guerin-1922090802,Locations_Placeholder@2x.98ca0ef5cc90b7d95679.png,oncologists_breast_cancer_nyc_contact_email.csv
https://www.cms.gov/priorities/innovation/innovation-models/enhancing-oncology-model,EOM@cms.hhs.gov,oncologists_breast_cancer_nyc_contact_email.csv
https://www.mskcc.org/pdf/cancer-care/patient-education/resources-clothing-support-breast-surgery?mode=large,arline@longevitynj.com,mastectomy_bra_shops_nyc_contact_email.csv
https://www.townshop.com/collections/mastectomy-bras?srsltid=AfmBOoqlZd40nnJoB0YExItLxTQ-trjOjFhu196xltgGhSoQE_XT1Zkm,pat@townshop.com,mastectomy_bra_shops_nyc_contact_email.csv
https://www.soutiennyc.com/breastcancer,lily@soutiennyc.com,mastectomy_bra_shops_nyc_contact_email.csv
https://www.anaono.com/?srsltid=AfmBOorZR6UCk__TqaxUdgw1as04es2ygEuYjpueyq-5JnAsoqelkYJ0,cs@anaono.com,mastectomy_bra_shops_nyc_contact_email.csv
https://www.pabreastcancer.org/find-help-2/bra-benefit/,cs@anaono.comcreate,mastectomy_bra_shops_nyc_contact_email.csv
https://fleurdumal.com/collections/mastectomy-post-surgical-bra?srsltid=AfmBOorICxrgOV8xPO401BMsIbshKK0xXyN-ww9yemvVWYgD7sEiV7eN,fleur@fleurdumal.com,mastectomy_bra_shops_nyc_contact_email.csv
https://medebra.com/,info@medebra.com,mastectomy_bra_shops_nyc_contact_email.csv
https://wefitlingerie.com/pages/our-boutique?srsltid=AfmBOoq6c_RD1c42AugVugtC9HB8xF3_UDia7ifmB8b-kbblRTrSqI1I,WeCare@WeFitLingerie.com,mastectomy_bra_shops_nyc_contact_email.csv
http://www.marraspharmacy.com/retail-pharmacy-services/mastectomy-boutique,rx-staff@marrarx.com,mastectomy_bra_shops_nyc_contact_email.csv
https://www.thefittingcurve.com/faq?srsltid=AfmBOoooWblgaLoDKNEPsDuHxBbOBBsvqlfbdIYv_S3cJYqM0ABr6Ays,nygirls@thefittingcurve.com,mastectomy_bra_shops_nyc_contact_email.csv
https://www.crisscrossintimates.com/fit,info@crisscrossintimates.com,mastectomy_bra_shops_nyc_contact_email.csv
https://underneathitallnyc.com/mastectomy-bras,underneathitallnyc@outlook.com,mastectomy_bra_shops_nyc_contact_email.csv
https://www.alala.info/,CSR@alala.info,mastectomy_bra_shops_nyc_contact_email.csv
https://www.mastectomyshop.com/,contact@mastectomyshop.com,mastectomy_bra_shops_nyc_contact_email.csv
https://www.elegantessentialsonline.com/,eeelegantessentials@gmail.com,mastectomy_bra_shops_nyc_contact_email.csv
https://www.cinderellasclosetlingerie.com/,dana@cinderellas-closet.net,mastectomy_bra_shops_nyc_contact_email.csv
https://www.komen.org/blog/what-to-expect-with-a-mastectomy/,helpline@komen.org,mastectomy_bra_shops_nyc_contact_email.csv
https://friedmancenter.org/wp-content/uploads/2024/07/Community-Support-Groups-07-10-2024-FINAL.pdf,lmaher3@northwell.edu,breast_cancer_survivor_community_nyc_contact_email.csv
https://marksmithmd.com/wp-content/uploads/2021/10/Community-Support-Groups-1.pdf,info@islipbreastcancer.com,breast_cancer_survivor_community_nyc_contact_email.csv
https://www.komen.org/community/new-york/,gnycvolunteer@komen.org,breast_cancer_survivor_community_nyc_contact_email.csv
https://reddoorcommunity.org/resources/general-cancer-support-resources/,team+treatment@inspire.com,breast_cancer_survivor_community_nyc_contact_email.csv
https://www.urmc.rochester.edu/cancer-institute/patients-caregivers/support/support-groups.aspx,WilmotCommunityResHelp@urmc.rochester.edu,breast_cancer_survivor_community_nyc_contact_email.csv
https://youngsurvival.org/directory/share-self-help-for-women-with-breast-or-ovarian-cancer,helpline@sharecancersupport.org,breast_cancer_survivor_community_nyc_contact_email.csv
https://www.northwell.edu/support-and-resources/support-groups,nsuhcaregivercenter@northwell.edu,breast_cancer_survivor_community_nyc_contact_email.csv
https://www.ymcacny.org/blog/breast-cancer-awareness-month-2022,smontminy@ymcacny.org,breast_cancer_survivor_community_nyc_contact_email.csv
https://www.14streety.org/about-us/community__trashed/breast-cancer-awareness-month/,mobilemammo@mountsinai.org,breast_cancer_survivor_community_nyc_contact_email.csv
https://www.sistersnetworkinc.org/chapters/,infonet@sistersnetwork.org,breast_cancer_survivor_community_nyc_contact_email.csv
